cell_id,step,time,mother_maturity,daughter_maturity,mtoc_activity,cilium_present,phase,cycle_progress,cycle_count,growth_signal,stress_level
4294967300,31,1.550000,1.000000,0.015500,0.996125,0,G1,0.033987,0,0.900000,0.000379
4294967301,31,1.550000,1.000000,0.015500,0.996125,0,G1,0.000000,0,0.900000,0.003996
4294967302,31,1.550000,1.000000,0.015500,0.996125,0,G1,0.227330,0,0.900000,0.007638
4294967303,31,1.550000,1.000000,0.015500,0.996125,0,G1,0.000000,0,0.900000,0.001338
4294967304,31,1.550000,1.000000,0.015500,0.996125,1,G1,0.000000,0,0.900000,0.007030
4294967305,31,1.550000,1.000000,0.015500,0.996125,0,G1,0.000000,0,0.900000,0.006832
4294967296,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.000000,0,0.900000,0.010391
4294967297,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.000000,0,0.900000,0.001060
4294967298,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.248658,0,0.900000,0.001440
4294967299,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.000000,0,0.900000,0.000361
4294967300,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.125116,0,0.900000,0.006768
4294967301,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.000000,0,0.900000,0.010786
4294967302,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.316477,0,0.900000,0.004624
4294967303,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.017426,0,0.900000,0.002459
4294967304,41,2.050000,1.000000,0.020500,0.994875,1,G1,0.000000,0,0.900000,0.020637
4294967305,41,2.050000,1.000000,0.020500,0.994875,0,G1,0.000000,0,0.900000,0.000000
4294967296,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.000000,0,0.900000,0.007148
4294967297,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.000000,0,0.900000,0.001099
4294967298,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.337491,0,0.900000,0.000000
4294967299,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.000000,0,0.900000,0.001288
4294967300,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.212898,0,0.900000,0.004931
4294967301,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.084812,0,0.900000,0.014577
4294967302,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.403838,0,0.900000,0.001932
4294967303,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.106182,0,0.900000,0.008171
4294967304,51,2.550000,1.000000,0.025500,0.993625,1,G1,0.000000,0,0.900000,0.023649
4294967305,51,2.550000,1.000000,0.025500,0.993625,0,G1,0.000000,0,0.900000,0.002129
